book,id,chart,day_stem,root_class,queries,judgment,wangshuai_kw
穷通宝鉴,穷通宝鉴-0372,甲申庚午戊戌丙辰,戊,HEAVY,REN-CAIGUAN|SHISHI-BURUO|XIEQI-TAIZHONG|HEAVY-ROOT|YIN-PARTY|ROOT-STRUCK|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE|JIRUO-WUGEN|JIWANG-HUAIJI|JISHUAI-CONGSHENG|GE-QUALITY|SHI-ZHU-JI|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,徐乐吾曰：席鹿笙命，光绪十年五月廿四日辰时。用申宫长生之水，甲木被伤无用，用壬水破印润土生金，故为富格而非贵，申金在年，富自上荫，魁罡逢冲，戌运被暗杀殒命。白话译文五月（仲夏午月）的戊土日主，正值火气最盛之时，土壤焦燥，调候首务是降温润泽。故以壬水（阳水，如长河大川）为第一用神，甲木（能疏松板结之土、引水流通）为辅助；丙火本已自旺，不宜再用；癸水（细雨阴柔之水）力量太薄，火炎之局难以承担。壬水与甲,"['日主旺', '旺极']"
穷通宝鉴,穷通宝鉴-0373,戊戌己未戊辰癸丑,戊,HEAVY,REN-CAIGUAN|DESHI-BUWANG|HEAVY-ROOT|BIJIE-PARTY|ROOT-STRUCK|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE|RI-BEI-HE|JIRUO-WUGEN|JIWANG-HUAIJI|SHIYONG-YUELING-XIANGFU|GE-QUALITY|SHI-ZHU-JI|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,"稼穑格,有道全真。徐乐吾曰：癸水通根辰丑，虽无丙甲及辛金，然土旺而润，万物茂盛，稼穑格成也。丑宫辛金入库，故反为有道全真，僧道命造。空山修养，不求利禄，则可不问命运，如欲度世，仍不能出五行范围之外也。稼穑必须用金，水润金生，富贵之命，用水用火，皆非上格。",[]
穷通宝鉴,穷通宝鉴-0374,戊申己未戊午辛酉,戊,HEAVY,REN-CAIGUAN|DESHI-BUWANG|XIEQI-TAIZHONG|HEAVY-ROOT|BIJIE-PARTY|ROOT-GAN-PRIORITY|ZHONGGUA-2SIDE|JIWANG-HUAIJI|GE-QING|GE-QUALITY|WANGJI-SIWO-SHENG|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,稼穑格，火为病，水为药，早岁大魁天下，乏子。徐乐吾：此造亦稼穑格，土金伤官，辛金结局，不富即贵，月日时三位同旬，午未申酉联珠，精气团结，力量倍增，秀气发越，宜乎领袖群英，辛金临酉，不应乏嗣，殆午破酉之故乎？,[]
穷通宝鉴,穷通宝鉴-0375,己巳辛未戊子癸丑,戊,HEAVY,REN-CAIGUAN|DESHI-BUWANG|XIEQI-TAIZHONG|HEAVY-ROOT|BIJIE-PARTY|ROOT-STRUCK|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE|RI-BEI-HE|JIRUO-WUGEN|JIWANG-HUAIJI|SHIYONG-YUELING-XIANGFU|GE-QUALITY|WANGJI-SIWO-SHENG|SHI-ZHU-JI|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,用巳中丙火，因二癸争合，好色忘名，不过一富。徐乐吾曰：此造金水气旺，三伏生寒，故用丙火，伤官生财格局，而以佩印为用也，财星就我，富而好色。,[]
穷通宝鉴,穷通宝鉴-0376,庚子癸未戊子丁巳,戊,HEAVY,REN-CAIGUAN|DESHI-BUWANG|XIEQI-TAIZHONG|HEAVY-ROOT|YIN-PARTY|ROOT-STRUCK|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE|RI-BEI-HE|JIRUO-WUGEN|JIWANG-HUAIJI|GE-QUALITY|WANGJI-SIWO-SHENG|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,假伤官格，学博，子大贵。徐乐吾曰：假伤官格，食神生财而财旺，宜用印劫，日禄归时，帮身为喜。时为子位，故子贵。,[]
穷通宝鉴,穷通宝鉴-0377,庚子癸未戊子丁巳,戊,HEAVY,REN-CAIGUAN|DESHI-BUWANG|XIEQI-TAIZHONG|HEAVY-ROOT|YIN-PARTY|ROOT-STRUCK|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE|RI-BEI-HE|JIRUO-WUGEN|JIWANG-HUAIJI|GE-QUALITY|WANGJI-SIWO-SHENG|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,假伤官格，府驳知州，五子早中。徐乐吾曰：此造亦是三伏生寒，伤官生财格局用印，日禄归时，丙火临于时上，故多子，戊癸相合，必巨富也。,[]
穷通宝鉴,穷通宝鉴-0378,癸未己未戊戌丁巳,戊,HEAVY,REN-CAIGUAN|HEAVY-ROOT|YIN-PARTY|BIJIE-PARTY|ROOT-STRUCK|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE|RI-BEI-HE|JIRUO-WUGEN|JIWANG-HUAIJI|GE-QING|GE-QUALITY|CAI-RUO-SHEN-QIANG|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,徐乐吾：丁日昌命，道光三年六月初一日巳时。此造胎元庚戌，日禄归时，用胎元庚金，位至总督。,[]
穷通宝鉴,穷通宝鉴-0379,己亥辛未戊寅乙卯,戊,HEAVY,REN-CAIGUAN|DESHI-BUWANG|HEAVY-ROOT|BIJIE-PARTY|ROOT-STRUCK|ROOT-GAN-PRIORITY|ZHONGGUA-2SIDE|JIRUO-WUGEN|JIWANG-HUAIJI|SHIYONG-YUELING-XIANGFU|GE-QING|GE-QUALITY|WANGJI-SIWO-SHENG|SHI-ZHU-JI|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,徐乐吾曰：廖寿恒命，道光十九年六月十四日卯时。三伏生寒，用寅宫丙火化官煞，官至尚书。,[]
穷通宝鉴,穷通宝鉴-0380,庚子癸未戊寅壬子,戊,HEAVY,REN-CAIGUAN|DESHI-BUWANG|HEAVY-ROOT|ROOT-STRUCK|ROOT-GAN-PRIORITY|ZHONGGUA-2SIDE|RI-BEI-HE|JIRUO-WUGEN|JIWANG-HUAIJI|GE-QUALITY|WANGJI-SIWO-SHENG|SHI-ZHU-JI|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,徐乐吾曰：叶澄衷命，道光二十年六月二十日子时。金水进气，三伏生寒，用寅宫丙火，癸水财星输情于戊，故为大富。戊土临寅，印归坐下，富由自创，子寅夹丑拱贵，未冲之，子合之，无形中得贵人提挈也。白话译文六月（未月）的戊土日主，正值盛夏，土性干燥枯焦，调候首要用癸水（天干之水，性质阴柔，象征雨露），其次才考虑丙火与甲木。徐乐吾指出：五月与六月同属火炎土燥，但病因有别——五月问题在火势过旺，故用壬水克火；六月,[]
穷通宝鉴,穷通宝鉴-0381,壬寅戊申戊辰壬午,戊,HEAVY,REN-CAIGUAN|SHISHI-BURUO|HEAVY-ROOT|BIJIE-PARTY|ROOT-STRUCK|ROOT-GAN-PRIORITY|WANGCHONG-SHUAI|SHI-GUI-LU|ZHONGGUA-2SIDE|JIRUO-WUGEN|JIWANG-HUAIJI|GE-QUALITY|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,太守。徐乐吾曰：年干财星被劫，时干财星可用。戊辰日坐魁罡，午火生之。身旺用财，财归坐下辰库为贵也。,['身旺']
穷通宝鉴,穷通宝鉴-0382,庚寅甲申戊寅癸丑,戊,HEAVY,REN-CAIGUAN|XIEQI-TAIZHONG|HEAVY-ROOT|ROOT-STRUCK|ROOT-GAN-PRIORITY|WANGCHONG-SHUAI|SHI-GUI-LU|ZHONGGUA-2SIDE|RI-BEI-HE|JIRUO-WUGEN|JIWANG-HUAIJI|JISHUAI-CONGSHENG|GE-QUALITY|SHI-ZHU-JI|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,先贫后富，多子。徐乐吾曰：庚寅、甲申，年月交克，宜乎早年贫苦。戊癸相合，财来就我，为富造也。,[]
穷通宝鉴,穷通宝鉴-0383,壬寅戊申戊辰甲寅,戊,HEAVY,REN-CAIGUAN|SHISHI-BURUO|HEAVY-ROOT|BIJIE-PARTY|ROOT-STRUCK|ROOT-GAN-PRIORITY|WANGCHONG-SHUAI|SHI-GUI-LU|ZHONGGUA-2SIDE|JIRUO-WUGEN|JIWANG-HUAIJI|SHIYONG-YUELING-XIANGFU|GE-QUALITY|SHI-ZHU-JI|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,抚院徐乐吾曰：申辰会局透壬，专用甲木泄水气，喜丙癸甲俱全，大贵之命。,[]
穷通宝鉴,穷通宝鉴-0384,壬寅戊申戊辰戊午,戊,HEAVY,REN-CAIGUAN|SHISHI-BURUO|HEAVY-ROOT|BIJIE-PARTY|ROOT-STRUCK|ROOT-GAN-PRIORITY|WANGCHONG-SHUAI|SHI-GUI-LU|ZHONGGUA-2SIDE|JIRUO-WUGEN|JIWANG-HUAIJI|GE-QUALITY|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,太守徐乐吾曰：用辰中癸水，寅中长生之丙，得禄之甲，惜俱藏支下，仅以知府终。,[]
穷通宝鉴,穷通宝鉴-0385,己酉壬申戊申壬子,戊,LIGHT,REN-CAIGUAN|SHISHI-BURUO|LIGHT-ROOT|BIJIE-PARTY|ROOT-GAN-PRIORITY|ZHONGGUA-2SIDE|JIRUO-WUGEN|GE-QING|GE-QUALITY|SHI-ZHU-JI|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,假功名，真富翁，盖五行只三，故一妻二妾无子。徐乐吾曰：子申会局，两壬透子，财旺而官印俱无，一富而已。财多，故多妻妾，喜得行南方比劫运，补身弱之缺，否则富亦不真矣。,['身弱']
穷通宝鉴,穷通宝鉴-0386,甲午壬申戊子丙辰,戊,HEAVY,REN-CAIGUAN|SHISHI-BURUO|HEAVY-ROOT|YIN-PARTY|ROOT-STRUCK|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE|JIRUO-WUGEN|JIWANG-HUAIJI|SHIYONG-YUELING-XIANGFU|GE-QUALITY|SHI-ZHU-JI|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,壬丙甲俱透天干，地支又成水局，内阁翰林。徐乐吾曰：此造所谓支成水局，勿作从财，用甲泄水气是也。以丙透干，故甲木可用以取贵。,[]
穷通宝鉴,穷通宝鉴-0387,癸酉庚申戊午甲寅,戊,HEAVY,REN-CAIGUAN|XIEQI-TAIZHONG|HEAVY-ROOT|ROOT-STRUCK|ROOT-GAN-PRIORITY|WANGCHONG-SHUAI|SHI-GUI-LU|ZHONGGUA-2SIDE|RI-BEI-HE|JIRUO-WUGEN|JIWANG-HUAIJI|JISHUAI-CONGSHENG|SHIYONG-YUELING-XIANGFU|GE-QUALITY|SHI-ZHU-JI|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,徐乐吾曰：荣宗敬命，同治十二年七月十二日寅时。甲癸透，丙藏，寅午会局，身强印旺，甲木被庚金所克，富而非贵，地支午申酉夹未，为甲戊庚之贵人，其不能取贵者，正以庚克甲木偏官，损其贵气故也，癸,['身强']
穷通宝鉴,穷通宝鉴-0388,癸酉辛酉戊寅戊午,戊,HEAVY,REN-CAIGUAN|SHISHI-BURUO|XIEQI-TAIZHONG|HEAVY-ROOT|BIJIE-PARTY|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE|RI-BEI-HE|JIRUO-WUGEN|JIWANG-HUAIJI|JISHUAI-CONGSHENG|GE-QUALITY|CAI-RUO-SHEN-QIANG|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,，未知孰是，并录之以备参考。白话译文七月（申月）的戊土，随着火气逐渐收敛、金水之气渐盛，阳热减退而寒意初显。此时调候（调节气候平衡的用神）首选丙火来温暖土气，其次取癸水滋润，再以甲木疏通。徐乐吾注：土寄生于申，虽得申月为生地，但火气已衰，土气虚寒，不能当旺论。秋土最需丙火暖照，阳气充足后再引癸水雨露滋养，土气壅塞则以甲木疏通，三者配合方使土归中和、功用大显。格局高下：丙、癸、甲三者俱透天干，为三奇,['中和']
穷通宝鉴,穷通宝鉴-0389,戊子辛酉戊子壬子,戊,NONE,CAIDUO-SHENRUAN|XIEQI-TAIZHONG|ZHONGGUA-2SIDE|JIRUO-WUGEN|WUGEN-YOUFU|JISHUAI-CONGSHENG|GE-QING|GE-QUALITY|YUN-SHENG-ROOT|SHI-ZHU-JI|YONGSHEN-STRUCTURE|YONGSHEN-FINAL,偏财格。徐乐吾曰：此造财多身弱，非用戊土比肩分护财神不可，倘无丙寅、丁卯之运，恐难上达，惟局势清，地位身份自有耳。,['身弱']
穷通宝鉴,穷通宝鉴-0390,戊子辛酉戊申辛酉,戊,LIGHT,REN-CAIGUAN|SHISHI-BURUO|XIEQI-TAIZHONG|LIGHT-ROOT|BIJIE-PARTY|ROOT-GAN-PRIORITY|ZHONGGUA-2SIDE|JIRUO-WUGEN|JISHUAI-CONGSHENG|SHIYONG-YUELING-XIANGFU|GE-QUALITY|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,两干不杂，总兵。徐乐吾曰：戊土临申，虽长生不旺，辛多而无克制，更见癸水，正合土金伤官见癸之说，然其发达，亦待丙丁运助之也。,[]
穷通宝鉴,穷通宝鉴-0391,丁亥己酉戊子丁巳,戊,HEAVY,REN-CAIGUAN|SHISHI-BURUO|HEAVY-ROOT|YIN-PARTY|BIJIE-PARTY|ROOT-STRUCK|ROOT-GAN-PRIORITY|WANGCHONG-SHUAI|SHI-GUI-LU|ZHONGGUA-2SIDE|JIRUO-WUGEN|JIWANG-HUAIJI|GE-QUALITY|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,徐乐吾曰：杨毓秀命，光绪十三年八月初四日巳时。伤官生财，妙在日禄归时，印劫并透，身旺任财，而财归坐下，与日元上下相合，财情专属，无可分夺，富贵兼全，富重于贵。,['身旺']
穷通宝鉴,穷通宝鉴-0392,戊戌辛酉戊戌丙辰,戊,HEAVY,REN-CAIGUAN|SHISHI-BURUO|XIEQI-TAIZHONG|YIN-PARTY|BIJIE-PARTY|ROOT-STRUCK|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE|JIRUO-WUGEN|JIWANG-HUAIJI|JISHUAI-CONGSHENG|GE-QUALITY|SHI-ZHU-JI|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,徐乐吾曰：朱博泉命，光绪二十四年八月十七日辰时。土金伤官格，丙火透干，羁合伤官，辰为财库，财星归库，一富格也，五子八女。白话译文八月（农历八月，白露至寒露）的戊土日主，正值辛金当令旺相，金气不断泄耗土的元气，加之秋气渐凉，土体偏寒。此时戊土最需丙火（太阳之火）来照暖温润，再辅以癸水（雨露之水）滋养，取用顺序是先丙后癸，月令中金气已旺，无需再借甲木来疏通土体。丙、癸两字同时透出天干，则命主科举出身、,"['身弱', '旺相']"
穷通宝鉴,穷通宝鉴-0393,己酉甲戌戊辰丙辰,戊,HEAVY,REN-CAIGUAN|DESHI-BUWANG|HEAVY-ROOT|YIN-PARTY|BIJIE-PARTY|ROOT-STRUCK|ROOT-GAN-PRIORITY|HE-HUASHEN-DESHI|SHI-GUI-LU|ZHONGGUA-2SIDE|JIRUO-WUGEN|JIWANG-HUAIJI|SHIYONG-YUELING-XIANGFU|GE-QUALITY|SHI-ZHU-JI|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,丙甲出干，二辰藏癸，两榜，孝廉。徐乐吾曰：甲己一合，羁绊用神为病，否则，地位当不止此。好在两辰蓄水，不至于枯燥也。,[]
穷通宝鉴,穷通宝鉴-0394,丙戌戊戌戊寅壬子,戊,HEAVY,REN-CAIGUAN|DESHI-BUWANG|HEAVY-ROOT|YIN-PARTY|BIJIE-PARTY|ROOT-GAN-PRIORITY|ZHONGGUA-2SIDE|JIWANG-HUAIJI|GE-QING|GE-QUALITY|SHI-ZHU-JI|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,丙癸甲皆全，惜未出干，只一贡生。徐乐吾曰：此造亦为富格，寅戌会合，煞印相生，专用财星，不作财滋弱煞论也。惜比肩出干争财，以得运助为美。,[]
穷通宝鉴,穷通宝鉴-0395,丁酉庚戌戊寅乙卯,戊,HEAVY,REN-CAIGUAN|DESHI-BUWANG|XIEQI-TAIZHONG|HEAVY-ROOT|YIN-PARTY|ROOT-STRUCK|ROOT-GAN-PRIORITY|WANGCHONG-SHUAI|ZHONGGUA-2SIDE|JIRUO-WUGEN|JIWANG-HUAIJI|GE-QUALITY|CAI-RUO-SHEN-QIANG|WANGJI-SIWO-SHENG|SHI-ZHU-JI|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,白手兴家，大富。徐乐吾曰：此造乙木官星，又见庚金出干，无财为辅，官星被伤，喜丁火制庚为救，行南方运而发，无财生官，富而不贵也。,[]
穷通宝鉴,穷通宝鉴-0396,丙子戊戌戊辰己未,戊,HEAVY,REN-CAIGUAN|HEAVY-ROOT|YIN-PARTY|BIJIE-PARTY|ROOT-STRUCK|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE|JIRUO-WUGEN|JIWANG-HUAIJI|SHIYONG-YUELING-XIANGFU|GE-QUALITY|SHI-ZHU-JI|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,猛虎巡山格，官至少保。徐乐吾曰：此稼穑格，乃变局也。生于九月，得火为贵。好在子辰遥会，戊土不燥，干有秋阳曝之，水火既济，宜乎大贵，福泽厚矣。按：若猛虎巡山格，当为丙寅年，非丙子年也。,[]
穷通宝鉴,穷通宝鉴-0397,丁亥庚戌戊戌癸亥,戊,LIGHT,REN-CAIGUAN|DESHI-BUWANG|XIEQI-TAIZHONG|LIGHT-ROOT|YIN-PARTY|ROOT-GAN-PRIORITY|ZHONGGUA-2SIDE|RI-BEI-HE|JIRUO-WUGEN|GE-QUALITY|SHI-ZHU-JI|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,印多官旺，反得中和。庠生，大富。徐乐吾曰：此造以财为用，财临旺地而合于戊，又有庚金生之，自为大富之造，非用官印也。,['中和']
穷通宝鉴,穷通宝鉴-0398,癸未壬戌戊戌乙卯,戊,HEAVY,REN-CAIGUAN|DESHI-BUWANG|HEAVY-ROOT|ROOT-STRUCK|ROOT-GAN-PRIORITY|ZHONGGUA-2SIDE|RI-BEI-HE|JIRUO-WUGEN|JIWANG-HUAIJI|GE-QING|GE-QUALITY|CAI-RUO-SHEN-QIANG|SHI-ZHU-JI|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,徐乐吾曰：倪文蔚命，道光三年十月初三日卯时。当是甲寅时，进士出身，位至巡抚，若乙卯时，无此地位也。,[]
穷通宝鉴,穷通宝鉴-0399,庚子丙戌戊申壬子,戊,LIGHT,REN-CAIGUAN|DESHI-BUWANG|XIEQI-TAIZHONG|LIGHT-ROOT|YIN-PARTY|ROOT-GAN-PRIORITY|ZHONGGUA-2SIDE|JIRUO-WUGEN|GE-QING|GE-QUALITY|SHI-ZHU-JI|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,徐乐吾曰：醇亲王奕譞命，光绪帝之父也，道光二十年九月二十一日子时。虽父以子贵，所享者仍是丙火荫庇之福也，光绪辛卯年逝世，年五十一。,[]
穷通宝鉴,穷通宝鉴-0400,甲辰甲戌戊子甲寅,戊,HEAVY,REN-CAIGUAN|DESHI-BUWANG|HEAVY-ROOT|ROOT-STRUCK|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE|JIRUO-WUGEN|JIWANG-HUAIJI|SHIYONG-YUELING-XIANGFU|GE-QUALITY|SHI-ZHU-JI|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,"徐乐吾曰：盛宣怀命，道光廿四年九月二十四日寅时。甲透癸藏，丙火藏寅为配合，位至邮传部尚书，财归坐下，大富。白话译文九月为戌月，戊土（大地之土）正当令，本身已经旺盛，因此不能单靠丙火（太阳之火）来温养，否则反使土过燥失活。用神（命局中最关键的调候元素）的选取顺序是：先看甲木（参天之木），以其疏松土性、制约土旺；再取癸水（雨露之水）来润泽。但须防止戊土与癸水相合——两者一合，癸水便被戊土""截留""，无法",[]
穷通宝鉴,穷通宝鉴-0401,壬申辛亥戊寅庚申,戊,HEAVY,REN-CAIGUAN|XIEQI-TAIZHONG|HEAVY-ROOT|ROOT-STRUCK|ROOT-GAN-PRIORITY|WANGCHONG-SHUAI|SHI-GUI-LU|ZHONGGUA-2SIDE|JIRUO-WUGEN|JISHUAI-CONGSHENG|SHIYONG-YUELING-XIANGFU|GE-QUALITY|SHI-ZHU-JI|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,名合禄格，位至府尹，盖支下四皆生地，故运遇东南，大贵。徐乐吾曰：《喜忌篇》云：庚申时逢戊日，名食神干旺之方，岁月犯甲丙卯寅，此乃遇而不遇。盖戊日见庚申时，名专食合禄格，以申合巳为戊之禄，寅刑巳，亥冲巳，全局虚神集注巳禄，戊土不旺，专取食神泄秀也，运至东南方，火土得地而发。,[]
穷通宝鉴,穷通宝鉴-0402,壬申辛亥戊辰乙卯,戊,HEAVY,REN-CAIGUAN|XIEQI-TAIZHONG|HEAVY-ROOT|ROOT-STRUCK|ROOT-GAN-PRIORITY|ZHONGGUA-2SIDE|JIRUO-WUGEN|JISHUAI-CONGSHENG|GE-QUALITY|SHI-ZHU-JI|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,忠厚，有子不立，乙卯破败故也。徐乐吾曰：乙木无疏土之功，故主忠厚，官星为子，辛金克之，戊生于寅，至卯沐浴破败之乡，故有子不立也。,[]
穷通宝鉴,穷通宝鉴-0403,己亥乙亥戊子壬戌,戊,LIGHT,REN-CAIGUAN|SHISHI-BURUO|LIGHT-ROOT|BIJIE-PARTY|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE|JIRUO-WUGEN|GE-QUALITY|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,偏财格，运行火地方发。徐乐吾曰：壬水出干，偏财太旺，戊土仅恃时支戌宫通根，时为终局，故晚运佳也，火地者，戊土生旺之地，中年之后，运行南方，印比帮身，分散财神，宜其发达，然富而非贵富者，自有相当地位耳。,[]
穷通宝鉴,穷通宝鉴-0404,癸卯癸亥戊辰戊午,戊,HEAVY,REN-CAIGUAN|SHISHI-BURUO|HEAVY-ROOT|BIJIE-PARTY|ROOT-STRUCK|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE|RI-BEI-HE|JIRUO-WUGEN|GE-QUALITY|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,阳刃驾煞格，府尹。徐乐吾曰：戊辰魁罡，阳刃在午，亥宫甲木七煞，名为阳刃驾煞。而煞刃皆弱，好在两戊两癸，真火暗助，化煞助刃，宜为郡侯之贵也。,[]
穷通宝鉴,穷通宝鉴-0405,丁卯辛亥戊午壬戌,戊,HEAVY,REN-CAIGUAN|SHISHI-BURUO|XIEQI-TAIZHONG|HEAVY-ROOT|YIN-PARTY|ROOT-STRUCK|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE|JIRUO-WUGEN|JISHUAI-CONGSHENG|GE-QING|GE-QUALITY|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,徐乐吾曰：王一亭命，同治六年十一月初九日戌时。亥宫壬水得禄，财通门户（月令为门户），更有辛金相生，戊土日元，支临午戌会局，身旺任财，早年西方之运，以身发财，中年之后，一派南方印运，以慈善事业斐声社会，至甲运戊寅年十一月殁，寿七十二。,['身旺']
穷通宝鉴,穷通宝鉴-0406,壬申辛亥戊辰甲寅,戊,HEAVY,REN-CAIGUAN|XIEQI-TAIZHONG|HEAVY-ROOT|ROOT-STRUCK|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE|JIRUO-WUGEN|JISHUAI-CONGSHENG|SHIYONG-YUELING-XIANGFU|GE-QUALITY|SHI-ZHU-JI|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,徐乐吾曰：孙洪伊命，同治十一年十月十七日寅时。丙火藏寅，壬水不克，惜寅申遥冲，荣华不久耳。,[]
穷通宝鉴,穷通宝鉴-0407,癸酉癸亥戊子丁巳,戊,HEAVY,REN-CAIGUAN|SHISHI-BURUO|HEAVY-ROOT|YIN-PARTY|ROOT-STRUCK|ROOT-GAN-PRIORITY|WANGCHONG-SHUAI|SHI-GUI-LU|ZHONGGUA-2SIDE|RI-BEI-HE|JIRUO-WUGEN|GE-QUALITY|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,徐乐吾曰：王俊珊命，同治十二年十月十三日巳时。日禄归时格，专用巳丙戊，运至南方比劫之地，发财巨万，为盐务总商，其富而不贵者，丙火不透，酉金损甲故也。,[]
穷通宝鉴,穷通宝鉴-0408,甲戌乙亥戊子癸亥,戊,LIGHT,REN-CAIGUAN|LIGHT-ROOT|ROOT-GAN-PRIORITY|ZHONGGUA-2SIDE|RI-BEI-HE|JIRUO-WUGEN|SHIYONG-YUELING-XIANGFU|GE-QUALITY|SHI-ZHU-JI|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,"徐乐吾曰：汤化龙命，同治十三年十月十九日亥时。支聚戌亥子西北乾坎两宫，财旺生官，专用胎元丙火，位至总长。白话译文农历十月，正值""小阳春""时节，阳气微微回升，寒意未退。戊土（厚重大地之象）在此月，优先需要甲木（参天大树之象）来疏松板结的土壤，其次需要丙火（太阳之象）来温暖寒土。原理简单：没有甲木，土便僵滞无生机；没有丙火，土便冷硬难养物——两者缺一，万物便无从萌发。若甲、丙两字同时出现在天干，可望功",[]
穷通宝鉴,穷通宝鉴-0409,壬子壬子戊子壬子,戊,NONE,CAIDUO-SHENRUAN|ZHONGGUA-2SIDE|JIRUO-WUGEN|SHIYONG-YUELING-XIANGFU|GE-QING|GE-QUALITY|YUN-SHENG-ROOT|SHI-ZHU-JI|YONGSHEN-STRUCTURE|YONGSHEN-FINAL,从财格，太史。徐乐吾曰：前清桐城张文端公英命造，生于康熙十一年壬子十一月十七日子时。水多土荡，四柱无一点比印，从财成格无碍，同此八个字，翰林出身，父子宰相，配享太庙，为清代第一名臣，与此造未知是一是二。盖此书命造，多后人加入也。,[]
穷通宝鉴,穷通宝鉴-0410,戊寅甲子戊辰戊午,戊,HEAVY,REN-CAIGUAN|SHISHI-BURUO|HEAVY-ROOT|BIJIE-PARTY|ROOT-STRUCK|ROOT-GAN-PRIORITY|WANGCHONG-SHUAI|SHI-GUI-LU|ZHONGGUA-2SIDE|JIRUO-WUGEN|GE-QUALITY|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,甲出丙藏，又戊多晦光，好客，一生贫苦。徐乐吾曰：甲出丙藏，格局无疵，唯嫌三比露干，事业虽广，财无积储。,[]
